Year,State,Area,FClass,VMT
2023,South Carolina,Urban,Minor Collector,83301930
2023,South Carolina,Urban,Local,3377608170
2023,South Dakota,Rural,Interstate,2400728400
2023,South Dakota,Rural,Other Freeways and Expressways,451038370
2023,South Dakota,Rural,Other Principal Arterial,1563923270
2023,South Dakota,Rural,Minor Arterial,1058586550
2023,South Dakota,Rural,Major Collector,1154179890
2023,South Dakota,Rural,Minor Collector,148034510
2023,South Dakota,Rural,Local,453920940
2023,South Dakota,Urban,Interstate,890774540
2023,South Dakota,Urban,Other Freeways and Expressways,99828360
2023,South Dakota,Urban,Other Principal Arterial,531476140
2023,South Dakota,Urban,Minor Arterial,1038974880
2023,South Dakota,Urban,Major Collector,274377000
2023,South Dakota,Urban,Minor Collector,0
2023,South Dakota,Urban,Local,278824600
2023,Tennessee,Rural,Interstate,9782731780
2023,Tennessee,Rural,Other Freeways and Expressways,131315510
2023,Tennessee,Rural,Other Principal Arterial,5065567400
2023,Tennessee,Rural,Minor Arterial,4426530530
2023,Tennessee,Rural,Major Collector,2929321140
2023,Tennessee,Rural,Minor Collector,2390378800
2023,Tennessee,Rural,Local,2966075780
2023,Tennessee,Urban,Interstate,16481496730
2023,Tennessee,Urban,Other Freeways and Expressways,2759766480
2023,Tennessee,Urban,Other Principal Arterial,12650754680
2023,Tennessee,Urban,Minor Arterial,8323362820
2023,Tennessee,Urban,Major Collector,3971084740
2023,Tennessee,Urban,Minor Collector,818755180
2023,Tennessee,Urban,Local,10707838930
2023,Texas,Rural,Interstate,20022042530
2023,Texas,Rural,Other Freeways and Expressways,1481547490
2023,Texas,Rural,Other Principal Arterial,25738771000
2023,Texas,Rural,Minor Arterial,11387432360
2023,Texas,Rural,Major Collector,14048289910
2023,Texas,Rural,Minor Collector,1999470000
2023,Texas,Rural,Local,4877495000
2023,Texas,Urban,Interstate,58257815010
2023,Texas,Urban,Other Freeways and Expressways,39300340480
2023,Texas,Urban,Other Principal Arterial,42068591740
2023,Texas,Urban,Minor Arterial,36911332830
2023,Texas,Urban,Major Collector,31109856860
2023,Texas,Urban,Minor Collector,931639270
2023,Texas,Urban,Local,12203410000
2023,Utah,Rural,Interstate,4000630580
2023,Utah,Rural,Other Freeways and Expressways,91777180
2023,Utah,Rural,Other Principal Arterial,2192190680
2023,Utah,Rural,Minor Arterial,939904110
2023,Utah,Rural,Major Collector,1122916490
2023,Utah,Rural,Minor Collector,311075270
2023,Utah,Rural,Local,1268316970
2023,Utah,Urban,Interstate,8605761010
2023,Utah,Urban,Other Freeways and Expressways,565441270
2023,Utah,Urban,Other Principal Arterial,6034990940
2023,Utah,Urban,Minor Arterial,2778439370
2023,Utah,Urban,Major Collector,1977833750
2023,Utah,Urban,Minor Collector,350797510
2023,Utah,Urban,Local,4344157730
2023,Vermont,Rural,Interstate,1149457700
2023,Vermont,Rural,Other Freeways and Expressways,1691670
2023,Vermont,Rural,Other Principal Arterial,778042210
2023,Vermont,Rural,Minor Arterial,997904120
2023,Vermont,Rural,Major Collector,1145402720
2023,Vermont,Rural,Minor Collector,193815000
2023,Vermont,Rural,Local,837675000
2023,Vermont,Urban,Interstate,560002900
2023,Vermont,Urban,Other Freeways and Expressways,69572910
2023,Vermont,Urban,Other Principal Arterial,532975410
2023,Vermont,Urban,Minor Arterial,321594220
2023,Vermont,Urban,Major Collector,243136950
2023,Vermont,Urban,Minor Collector,24746710
2023,Vermont,Urban,Local,316455000
2023,Virginia,Rural,Interstate,7784979330
2023,Virginia,Rural,Other Freeways and Expressways,408085050
2023,Virginia,Rural,Other Principal Arterial,6181683610
2023,Virginia,Rural,Minor Arterial,5398158830
2023,Virginia,Rural,Major Collector,3797661090
2023,Virginia,Rural,Minor Collector,993398600
2023,Virginia,Rural,Local,2249946870
2023,Virginia,Urban,Interstate,19098066850
2023,Virginia,Urban,Other Freeways and Expressways,5678541760
2023,Virginia,Urban,Other Principal Arterial,12883915620
2023,Virginia,Urban,Minor Arterial,10629201840
2023,Virginia,Urban,Major Collector,4884171110
2023,Virginia,Urban,Minor Collector,747303370
2023,Virginia,Urban,Local,6995077910
2023,Washington,Rural,Interstate,4668541380
2023,Washington,Rural,Other Freeways and Expressways,1945838730
2023,Washington,Rural,Other Principal Arterial,2441677550
2023,Washington,Rural,Minor Arterial,2315498320
2023,Washington,Rural,Major Collector,3221267520
2023,Washington,Rural,Minor Collector,959582810
2023,Washington,Rural,Local,1170700640
2023,Washington,Urban,Interstate,12563492720
2023,Washington,Urban,Other Freeways and Expressways,6017607370
2023,Washington,Urban,Other Principal Arterial,9433142710
2023,Washington,Urban,Minor Arterial,7053963520
2023,Washington,Urban,Major Collector,3102782270
2023,Washington,Urban,Minor Collector,170906920
2023,Washington,Urban,Local,4738781500
2023,West Virginia,Rural,Interstate,1663993970
2023,West Virginia,Rural,Other Freeways and Expressways,261630
2023,West Virginia,Rural,Other Principal Arterial,1923917500
2023,West Virginia,Rural,Minor Arterial,1315523130
2023,West Virginia,Rural,Major Collector,2111721900
2023,West Virginia,Rural,Minor Collector,293006670
2023,West Virginia,Rural,Local,836624900
2023,West Virginia,Urban,Interstate,2572382210
2023,West Virginia,Urban,Other Freeways and Expressways,79477510
2023,West Virginia,Urban,Other Principal Arterial,1932711300
2023,West Virginia,Urban,Minor Arterial,1730893880
2023,West Virginia,Urban,Major Collector,795157980
2023,West Virginia,Urban,Minor Collector,24055250
2023,West Virginia,Urban,Local,682662420
2023,Wisconsin,Rural,Interstate,6324120700
2023,Wisconsin,Rural,Other Freeways and Expressways,1273946560
2023,Wisconsin,Rural,Other Principal Arterial,6845900570
2023,Wisconsin,Rural,Minor Arterial,4967541690
2023,Wisconsin,Rural,Major Collector,8250906630
2023,Wisconsin,Rural,Minor Collector,2312838200
2023,Wisconsin,Rural,Local,4358264250
2023,Wisconsin,Urban,Interstate,8415356590
2023,Wisconsin,Urban,Other Freeways and Expressways,3519735410
2023,Wisconsin,Urban,Other Principal Arterial,9540248140
2023,Wisconsin,Urban,Minor Arterial,5959407780
2023,Wisconsin,Urban,Major Collector,2561950730
2023,Wisconsin,Urban,Minor Collector,0
2023,Wisconsin,Urban,Local,2918180480
2023,Wyoming,Rural,Interstate,2616132730
2023,Wyoming,Rural,Other Freeways and Expressways,0
2023,Wyoming,Rural,Other Principal Arterial,1673222400
2023,Wyoming,Rural,Minor Arterial,827774790
2023,Wyoming,Rural,Major Collector,655605010
2023,Wyoming,Rural,Minor Collector,647065800
2023,Wyoming,Rural,Local,575994820
2023,Wyoming,Urban,Interstate,560294750
2023,Wyoming,Urban,Other Freeways and Expressways,10578440
2023,Wyoming,Urban,Other Principal Arterial,807350770
2023,Wyoming,Urban,Minor Arterial,490439920
2023,Wyoming,Urban,Major Collector,368232290
2023,Wyoming,Urban,Minor Collector,48958980
2023,Wyoming,Urban,Local,237208030
2023,Puerto Rico,Rural,Interstate,640922010
2023,Puerto Rico,Rural,Other Freeways and Expressways,16990840
2023,Puerto Rico,Rural,Other Principal Arterial,286409830
2023,Puerto Rico,Rural,Minor Arterial,267430180
2023,Puerto Rico,Rural,Major Collector,166725160
2023,Puerto Rico,Rural,Minor Collector,67612600
2023,Puerto Rico,Rural,Local,134538270
2023,Puerto Rico,Urban,Interstate,4371129450
2023,Puerto Rico,Urban,Other Freeways and Expressways,882098720
2023,Puerto Rico,Urban,Other Principal Arterial,2813062080
2023,Puerto Rico,Urban,Minor Arterial,2708228600
2023,Puerto Rico,Urban,Major Collector,1702610590
2023,Puerto Rico,Urban,Minor Collector,28969190
2023,Puerto Rico,Urban,Local,896130480
2022,Alabama,Rural,Interstate,6780696480
2022,Alabama,Rural,Other Freeways and Expressways,0
2022,Alabama,Rural,Other Principal Arterial,5712098210
2022,Alabama,Rural,Minor Arterial,4572256890
2022,Alabama,Rural,Major Collector,4413577970
2022,Alabama,Rural,Minor Collector,1402914370
2022,Alabama,Rural,Local,6258970360
2022,Alabama,Urban,Interstate,9359153070
2022,Alabama,Urban,Other Freeways and Expressways,527080510
2022,Alabama,Urban,Other Principal Arterial,9576737820
2022,Alabama,Urban,Minor Arterial,7171119420
2022,Alabama,Urban,Major Collector,4219623020
2022,Alabama,Urban,Minor Collector,96346560
2022,Alabama,Urban,Local,11539964470
2022,Alaska,Rural,Interstate,834804500
2022,Alaska,Rural,Other Freeways and Expressways,0
2022,Alaska,Rural,Other Principal Arterial,283463710
2022,Alaska,Rural,Minor Arterial,117151190
2022,Alaska,Rural,Major Collector,312926780
2022,Alaska,Rural,Minor Collector,240730280
2022,Alaska,Rural,Local,617027030
2022,Alaska,Urban,Interstate,757533660
2022,Alaska,Urban,Other Freeways and Expressways,0
2022,Alaska,Urban,Other Principal Arterial,845455520
2022,Alaska,Urban,Minor Arterial,497942720
2022,Alaska,Urban,Major Collector,231543120
2022,Alaska,Urban,Minor Collector,108947770
2022,Alaska,Urban,Local,630683140
2022,Arizona,Rural,Interstate,7769783730
2022,Arizona,Rural,Other Freeways and Expressways,125359440
2022,Arizona,Rural,Other Principal Arterial,4006101410
2022,Arizona,Rural,Minor Arterial,2237918540
2022,Arizona,Rural,Major Collector,1819976250
2022,Arizona,Rural,Minor Collector,619573270
2022,Arizona,Rural,Local,1321440530
2022,Arizona,Urban,Interstate,8549073470
2022,Arizona,Urban,Other Freeways and Expressways,9830379800
2022,Arizona,Urban,Other Principal Arterial,8170700920
2022,Arizona,Urban,Minor Arterial,16537404990
2022,Arizona,Urban,Major Collector,6046105590
2022,Arizona,Urban,Minor Collector,2801286810
2022,Arizona,Urban,Local,6324206810
2022,Arkansas,Rural,Interstate,4609898130
2022,Arkansas,Rural,Other Freeways and Expressways,356847480
2022,Arkansas,Rural,Other Principal Arterial,3799243480
2022,Arkansas,Rural,Minor Arterial,2835779960
2022,Arkansas,Rural,Major Collector,3730823700
2022,Arkansas,Rural,Minor Collector,738382590
2022,Arkansas,Rural,Local,2417585170
2022,Arkansas,Urban,Interstate,6114435810
2022,Arkansas,Urban,Other Freeways and Expressways,1055063980
2022,Arkansas,Urban,Other Principal Arterial,3758913000
2022,Arkansas,Urban,Minor Arterial,4642967900
2022,Arkansas,Urban,Major Collector,2042125660
2022,Arkansas,Urban,Minor Collector,81286340
2022,Arkansas,Urban,Local,2347119360
2022,California,Rural,Interstate,17593918450
2022,California,Rural,Other Freeways and Expressways,6527914120
2022,California,Rural,Other Principal Arterial,11326599440
2022,California,Rural,Minor Arterial,8471029650
2022,California,Rural,Major Collector,9665067590
2022,California,Rural,Minor Collector,1362171610
2022,California,Rural,Local,5320091080
2022,California,Urban,Interstate,70384558130
2022,California,Urban,Other Freeways and Expressways,57056777380
2022,California,Urban,Other Principal Arterial,50677378140
2022,California,Urban,Minor Arterial,40681044580
2022,California,Urban,Major Collector,22098729120
2022,California,Urban,Minor Collector,101100100
2022,California,Urban,Local,13977193200
2022,Colorado,Rural,Interstate,5109106410
2022,Colorado,Rural,Other Freeways and Expressways,275795240
2022,Colorado,Rural,Other Principal Arterial,4746082540
2022,Colorado,Rural,Minor Arterial,2186809910
2022,Colorado,Rural,Major Collector,1974351320
2022,Colorado,Rural,Minor Collector,840595000
2022,Colorado,Rural,Local,1681555000
2022,Colorado,Urban,Interstate,9858092130
2022,Colorado,Urban,Other Freeways and Expressways,5465828720
2022,Colorado,Urban,Other Principal Arterial,8997019360
2022,Colorado,Urban,Minor Arterial,6300799080
2022,Colorado,Urban,Major Collector,2733574380
2022,Colorado,Urban,Minor Collector,53627460
2022,Colorado,Urban,Local,3712050000
2022,Connecticut,Rural,Interstate,476648760
2022,Connecticut,Rural,Other Freeways and Expressways,305109710
2022,Connecticut,Rural,Other Principal Arterial,385768140
2022,Connecticut,Rural,Minor Arterial,372402750
2022,Connecticut,Rural,Major Collector,790225000
2022,Connecticut,Rural,Minor Collector,144895150
2022,Connecticut,Rural,Local,532653630
2022,Connecticut,Urban,Interstate,9523948290
2022,Connecticut,Urban,Other Freeways and Expressways,4178113760
2022,Connecticut,Urban,Other Principal Arterial,3368004100
2022,Connecticut,Urban,Minor Arterial,4720788640
2022,Connecticut,Urban,Major Collector,2393227040
2022,Connecticut,Urban,Minor Collector,229743960
2022,Connecticut,Urban,Local,2244785410
2022,Delaware,Rural,Interstate,0
2022,Delaware,Rural,Other Freeways and Expressways,393363100
2022,Delaware,Rural,Other Principal Arterial,744012700
2022,Delaware,Rural,Minor Arterial,254538880
2022,Delaware,Rural,Major Collector,571245550
2022,Delaware,Rural,Minor Collector,194280010
2022,Delaware,Rural,Local,465977980
2022,Delaware,Urban,Interstate,1424140470
2022,Delaware,Urban,Other Freeways and Expressways,758780080
2022,Delaware,Urban,Other Principal Arterial,2080732740
2022,Delaware,Urban,Minor Arterial,1046730500
2022,Delaware,Urban,Major Collector,815473460
2022,Delaware,Urban,Minor Collector,65028380
2022,Delaware,Urban,Local,1058095580
2022,District of Columbia,Rural,Interstate,0
2022,District of Columbia,Rural,Other Freeways and Expressways,0
2022,District of Columbia,Rural,Other Principal Arterial,0
2022,District of Columbia,Rural,Minor Arterial,0
2022,District of Columbia,Rural,Major Collector,0
2022,District of Columbia,Rural,Minor Collector,0
2022,District of Columbia,Rural,Local,0
2022,District of Columbia,Urban,Interstate,484095400
2022,District of Columbia,Urban,Other Freeways and Expressways,372311810
2022,District of Columbia,Urban,Other Principal Arterial,921997060
2022,District of Columbia,Urban,Minor Arterial,614911370
2022,District of Columbia,Urban,Major Collector,249360490
2022,District of Columbia,Urban,Minor Collector,0
2022,District of Columbia,Urban,Local,778055170
2022,Florida,Rural,Interstate,12161626080
2022,Florida,Rural,Other Freeways and Expressways,2420308470
2022,Florida,Rural,Other Principal Arterial,9564184430
2022,Florida,Rural,Minor Arterial,4274240390
2022,Florida,Rural,Major Collector,4372523960
2022,Florida,Rural,Minor Collector,1642360940
2022,Florida,Rural,Local,5608894050
2022,Florida,Urban,Interstate,32273602710
2022,Florida,Urban,Other Freeways and Expressways,16796010500
2022,Florida,Urban,Other Principal Arterial,45567900960
2022,Florida,Urban,Minor Arterial,29087484940
2022,Florida,Urban,Major Collector,20046637820
2022,Florida,Urban,Minor Collector,3816901620
2022,Florida,Urban,Local,40124460590
2022,Georgia,Rural,Interstate,8658182010
2022,Georgia,Rural,Other Freeways and Expressways,0
2022,Georgia,Rural,Other Principal Arterial,6340252880
2022,Georgia,Rural,Minor Arterial,5649436320
2022,Georgia,Rural,Major Collector,4996803190
2022,Georgia,Rural,Minor Collector,1107163260
2022,Georgia,Rural,Local,16793044830
2022,Georgia,Urban,Interstate,25598839850
2022,Georgia,Urban,Other Freeways and Expressways,3735986940
2022,Georgia,Urban,Other Principal Arterial,17047143800
2022,Georgia,Urban,Minor Arterial,16496381700
2022,Georgia,Urban,Major Collector,5091475940
2022,Georgia,Urban,Minor Collector,350893510
2022,Georgia,Urban,Local,17005451470
2022,Hawaii,Rural,Interstate,0
2022,Hawaii,Rural,Other Freeways and Expressways,0
2022,Hawaii,Rural,Other Principal Arterial,321852520
2022,Hawaii,Rural,Minor Arterial,581152550
2022,Hawaii,Rural,Major Collector,164295530
2022,Hawaii,Rural,Minor Collector,34906780
2022,Hawaii,Rural,Local,721395130
2022,Hawaii,Urban,Interstate,1833590200
2022,Hawaii,Urban,Other Freeways and Expressways,457945720
2022,Hawaii,Urban,Other Principal Arterial,2038499940
2022,Hawaii,Urban,Minor Arterial,982772390
2022,Hawaii,Urban,Major Collector,723726770
2022,Hawaii,Urban,Minor Collector,272101340
2022,Hawaii,Urban,Local,2156836830
2022,Idaho,Rural,Interstate,2987989120
2022,Idaho,Rural,Other Freeways and Expressways,358027300
2022,Idaho,Rural,Other Principal Arterial,2466767160
2022,Idaho,Rural,Minor Arterial,1236962750
2022,Idaho,Rural,Major Collector,1593786280
2022,Idaho,Rural,Minor Collector,165759280
2022,Idaho,Rural,Local,2257951690
2022,Idaho,Urban,Interstate,1816988450
2022,Idaho,Urban,Other Freeways and Expressways,210710780
2022,Idaho,Urban,Other Principal Arterial,2312029560
2022,Idaho,Urban,Minor Arterial,1851587880
2022,Idaho,Urban,Major Collector,778258000
2022,Idaho,Urban,Minor Collector,5230290
2022,Idaho,Urban,Local,1115355320
2022,Illinois,Rural,Interstate,9758434270
2022,Illinois,Rural,Other Freeways and Expressways,156074220
2022,Illinois,Rural,Other Principal Arterial,3615040850
2022,Illinois,Rural,Minor Arterial,4188897960
2022,Illinois,Rural,Major Collector,3658625590
2022,Illinois,Rural,Minor Collector,509429410
2022,Illinois,Rural,Local,3133927600
2022,Illinois,Urban,Interstate,25033954480
2022,Illinois,Urban,Other Freeways and Expressways,1089719990
2022,Illinois,Urban,Other Principal Arterial,18340117210
2022,Illinois,Urban,Minor Arterial,14501829290
2022,Illinois,Urban,Major Collector,7527759110
2022,Illinois,Urban,Minor Collector,851828510
2022,Illinois,Urban,Local,11386548400
2022,Indiana,Rural,Interstate,16524090500
2022,Indiana,Rural,Other Freeways and Expressways,373721360
2022,Indiana,Rural,Other Principal Arterial,6685509950
2022,Indiana,Rural,Minor Arterial,4693400430
2022,Indiana,Rural,Major Collector,16901239610
2022,Indiana,Rural,Minor Collector,4877861830
2022,Indiana,Rural,Local,5211561250
2022,Indiana,Urban,Interstate,9689331500
2022,Indiana,Urban,Other Freeways and Expressways,701401480
2022,Indiana,Urban,Other Principal Arterial,4317594500
2022,Indiana,Urban,Minor Arterial,4736601230
2022,Indiana,Urban,Major Collector,4930105750
